Customer_ID,Total_Orders,Total_Spend,Avg_Session_Duration,Avg_Pages_Viewed,Total_Discount,Is_Returning_Customer,Avg_Rating,Engagement_Score,Customer_Segment,Returning_Status
CUST_00052,4,6802.75,15.75,8.0,1222.42,True,4.25,12.649999999999999,4,Returning
CUST_00053,1,208.84,11.0,5.0,24.8,True,1.0,8.6,2,Returning
CUST_00054,1,529.46,16.0,6.0,0.0,True,3.0,12.0,2,Returning
CUST_00055,3,774.3199999999999,16.333333333333332,7.666666666666667,39.23,True,3.6666666666666665,12.866666666666665,3,Returning
CUST_00056,5,5841.23,12.0,9.2,171.23,True,4.4,10.879999999999999,1,Returning
CUST_00057,4,1515.3899999999999,14.25,9.0,44.67,True,4.0,12.149999999999999,1,Returning
CUST_00058,6,4964.26,12.833333333333334,10.0,26.08,True,3.8333333333333335,11.7,4,Returning
CUST_00059,4,3890.71,16.0,8.5,18.59,True,3.25,13.0,2,Returning
CUST_00060,1,1172.8,18.0,5.0,0.0,True,5.0,12.799999999999999,3,Returning
CUST_00061,3,1242.8,13.333333333333334,7.333333333333333,84.63,True,2.6666666666666665,10.933333333333334,2,Returning
CUST_00062,4,5638.85,15.25,8.25,555.0,True,4.75,12.450000000000001,3,Returning
CUST_00063,3,2960.14,15.0,8.666666666666666,83.35,True,4.666666666666667,12.466666666666667,3,Returning
CUST_00064,1,732.09,15.0,10.0,39.57,True,5.0,13.0,1,Returning
CUST_00065,2,2971.2200000000003,12.0,9.0,0.0,True,4.5,10.799999999999999,1,Returning
CUST_00066,1,3552.78,15.0,12.0,0.0,True,3.0,13.8,2,Returning
CUST_00067,5,1488.3700000000001,13.8,10.2,219.28,True,4.4,12.36,1,Returning
CUST_00068,1,122.67,13.0,11.0,0.0,True,4.0,12.2,1,Returning
CUST_00069,2,2560.76,11.5,10.5,0.0,True,3.0,11.1,2,Returning
CUST_00070,3,1276.27,14.666666666666666,8.0,10.05,True,4.666666666666667,12.0,3,Returning
CUST_00071,4,2052.29,15.25,5.25,263.8,True,4.25,11.25,3,Returning
CUST_00072,7,5370.1,14.571428571428571,7.714285714285714,282.44,True,3.857142857142857,11.828571428571427,4,Returning
CUST_00073,1,224.75,16.0,10.0,0.0,True,5.0,13.6,3,Returning
CUST_00074,7,9628.380000000001,14.0,8.142857142857142,1029.04,True,3.2857142857142856,11.657142857142858,4,Returning
CUST_00075,3,9552.539999999999,13.666666666666666,8.0,2138.9199999999996,True,3.3333333333333335,11.399999999999999,0,Returning
CUST_00076,5,21055.71,14.4,9.2,3432.3300000000004,True,3.6,12.32,0,Returning
CUST_00077,4,1282.79,13.0,9.25,155.27,True,4.0,11.5,1,Returning
CUST_00078,3,299.29,15.333333333333334,11.333333333333334,25.89,True,3.6666666666666665,13.733333333333334,1,Returning
CUST_00079,3,2644.09,14.333333333333334,8.666666666666666,161.73,True,5.0,12.066666666666666,1,Returning
CUST_00080,5,703.8,11.4,9.0,7.64,True,3.8,10.44,1,Returning
CUST_00081,1,1985.21,12.0,10.0,324.15,False,2.0,11.2,2,At Risk
CUST_00082,5,3602.9900000000002,13.6,8.8,35.64,True,3.8,11.68,4,Returning
CUST_00083,1,510.39,16.0,10.0,142.45,True,5.0,13.6,3,Returning
CUST_00084,6,2703.68,14.166666666666666,8.333333333333334,76.9,True,4.333333333333333,11.833333333333334,4,Returning
CUST_00085,2,933.0300000000001,13.5,11.5,148.53,True,3.5,12.7,1,Returning
CUST_00086,2,2238.3,13.5,10.0,0.0,True,5.0,12.1,1,Returning
CUST_00087,5,1283.77,15.0,9.0,67.94,True,4.2,12.6,3,Returning
CUST_00088,5,1563.12,15.6,9.4,82.86,True,4.6,13.12,3,Returning
CUST_00089,9,14986.29,15.0,9.11111111111111,852.0,True,3.5555555555555554,12.644444444444444,4,Returning
CUST_00090,4,3776.86,14.75,7.25,0.0,True,3.25,11.75,2,Returning
CUST_00091,4,582.1700000000001,14.5,8.25,87.07000000000001,True,4.75,12.0,3,Returning
CUST_00092,10,8608.02,15.4,9.3,316.85,True,3.7,12.96,4,Returning
CUST_00093,2,6583.81,17.5,11.0,0.0,True,1.5,14.9,2,Returning
CUST_00094,1,426.73,12.0,11.0,80.47,False,4.0,11.6,1,At Risk
CUST_00095,3,593.19,16.0,9.333333333333334,79.67,True,4.333333333333333,13.333333333333334,3,Returning
CUST_00096,3,467.69,15.0,8.666666666666666,29.94,True,3.6666666666666665,12.466666666666667,3,Returning
CUST_00097,1,481.84,11.0,13.0,75.47,True,4.0,11.8,1,Returning
CUST_00098,2,2463.56,14.5,6.5,0.0,True,3.0,11.299999999999999,2,Returning
CUST_00099,4,18407.65,15.5,9.5,1994.5800000000002,True,4.0,13.1,0,Returning
CUST_00100,1,405.46,17.0,7.0,34.92,False,5.0,13.0,3,At Risk
CUST_00101,5,14130.9,14.2,8.0,2515.96,True,4.0,11.719999999999999,0,Returning
CUST_00102,3,3300.2200000000003,12.0,10.0,0.0,True,2.3333333333333335,11.2,2,Returning
CUST_00103,5,3956.62,16.4,11.2,857.3399999999999,True,4.6,14.319999999999997,4,Returning
CUST_00104,6,2906.6,17.333333333333332,9.0,205.92,True,3.0,13.999999999999998,4,Returning
CUST_00105,2,1380.1000000000001,15.0,10.0,215.70000000000002,True,4.5,13.0,1,Returning
CUST_00106,3,9962.97,13.666666666666666,7.333333333333333,1044.01,True,3.6666666666666665,11.133333333333333,4,Returning
CUST_00107,3,3083.11,13.0,7.666666666666667,572.6,True,4.333333333333333,10.866666666666667,1,Returning
CUST_00108,2,9111.15,15.0,9.0,30.36,True,4.5,12.6,3,Returning
CUST_00109,6,2921.8199999999997,17.0,9.0,124.49,True,4.0,13.799999999999999,4,Returning
CUST_00110,2,562.8,8.0,9.0,0.0,True,4.0,8.4,1,Returning
CUST_00111,5,5355.2300000000005,14.6,8.6,0.0,True,4.4,12.2,4,Returning
CUST_00112,5,5338.15,14.0,8.4,346.08000000000004,True,4.8,11.760000000000002,4,Returning
CUST_00113,3,6708.43,14.0,8.666666666666666,0.0,True,4.333333333333333,11.866666666666667,1,Returning
CUST_00114,2,226.3,19.5,8.5,51.199999999999996,True,3.0,15.1,3,Returning
CUST_00115,5,5358.67,14.0,10.0,0.0,True,4.2,12.4,4,Returning
CUST_00116,2,396.59,18.0,10.5,0.0,True,3.5,15.0,3,Returning
CUST_00117,2,1997.66,14.5,9.0,0.0,True,2.0,12.299999999999999,2,Returning
CUST_00118,2,1258.27,11.5,9.5,0.0,True,4.5,10.7,1,Returning
CUST_00119,2,822.8799999999999,19.0,7.5,0.0,True,3.5,14.4,3,Returning
CUST_00120,2,1048.33,17.0,9.0,167.18,True,4.5,13.799999999999999,3,Returning
CUST_00121,2,1275.3999999999999,15.0,9.5,0.0,True,4.0,12.8,3,Returning
CUST_00122,2,5916.799999999999,12.0,10.0,377.04,True,4.0,11.2,1,Returning
CUST_00123,1,119.1,14.0,11.0,0.0,True,5.0,12.8,1,Returning
CUST_00124,3,1334.43,14.0,9.333333333333334,0.0,True,4.0,12.133333333333335,1,Returning
CUST_00125,6,5482.3099999999995,14.5,9.166666666666666,1017.1800000000001,True,3.5,12.366666666666665,4,Returning
CUST_00126,3,5796.18,16.333333333333332,8.333333333333334,746.15,True,4.333333333333333,13.133333333333333,3,Returning
CUST_00127,2,6812.73,10.5,11.0,1216.6499999999999,True,5.0,10.7,1,Returning
CUST_00128,3,1894.3600000000001,14.333333333333334,10.333333333333334,85.92,True,4.666666666666667,12.733333333333334,1,Returning
CUST_00129,4,4425.11,17.5,7.25,785.07,True,4.25,13.4,3,Returning
CUST_00130,5,1415.34,16.2,7.6,30.22,True,4.0,12.759999999999998,3,Returning
CUST_00131,4,1450.0500000000002,16.0,10.75,310.7,True,4.0,13.899999999999999,3,Returning
CUST_00132,1,401.74,16.0,11.0,0.0,True,4.0,14.0,3,Returning
CUST_00133,4,3183.6200000000003,14.5,10.25,0.0,True,3.25,12.8,2,Returning
CUST_00134,2,330.47,15.0,8.5,11.61,True,3.0,12.4,2,Returning
CUST_00135,4,1205.28,17.0,8.75,0.0,True,3.75,13.7,3,Returning
CUST_00136,7,27744.81,12.142857142857142,9.142857142857142,1536.8500000000001,True,3.7142857142857144,10.942857142857141,0,Returning
CUST_00137,5,7847.549999999999,16.6,8.8,1470.8000000000002,True,4.0,13.48,0,Returning
CUST_00138,2,5038.3,15.5,12.5,0.0,True,4.0,14.299999999999999,1,Returning
CUST_00139,3,2415.02,12.666666666666666,8.666666666666666,47.19,True,4.666666666666667,11.066666666666666,1,Returning
CUST_00140,5,4127.54,14.2,9.4,54.099999999999994,True,3.8,12.28,4,Returning
CUST_00141,3,692.77,18.0,8.0,45.67,True,3.6666666666666665,14.0,3,Returning
CUST_00142,6,4468.86,15.0,8.833333333333334,0.0,True,4.333333333333333,12.533333333333333,4,Returning
CUST_00143,4,6306.07,16.25,9.75,838.36,True,4.0,13.65,4,Returning
CUST_00144,2,5798.76,14.5,9.5,0.0,True,4.5,12.5,1,Returning
CUST_00145,6,4239.0,13.666666666666666,9.666666666666666,285.88,True,3.8333333333333335,12.066666666666666,4,Returning
CUST_00146,3,4920.679999999999,16.0,8.0,0.0,True,4.333333333333333,12.8,3,Returning
CUST_00147,3,2613.37,14.666666666666666,7.666666666666667,315.83000000000004,True,5.0,11.866666666666665,3,Returning
CUST_00148,3,4689.19,14.0,9.666666666666666,0.0,True,3.3333333333333335,12.266666666666667,2,Returning
CUST_00149,2,4978.3,14.5,6.5,568.86,True,4.0,11.299999999999999,3,Returning
CUST_00150,2,2227.61,15.5,10.5,479.78,True,4.5,13.5,3,Returning
CUST_00151,3,12397.1,16.666666666666668,8.666666666666666,79.8,True,4.333333333333333,13.466666666666667,3,Returning
CUST_00152,7,3955.98,12.714285714285714,9.0,547.76,True,3.7142857142857144,11.228571428571428,4,Returning
CUST_00153,5,4193.99,16.8,7.8,30.99,True,3.0,13.2,2,Returning
CUST_00154,10,41613.83,14.6,8.8,3959.5,True,3.8,12.280000000000001,0,Returning
CUST_00155,5,10313.310000000001,13.0,8.8,583.88,True,3.6,11.32,4,Returning
CUST_00156,2,1687.83,18.5,8.0,5.79,True,3.5,14.3,3,Returning
CUST_00157,3,2816.84,14.0,8.333333333333334,31.81,True,4.0,11.733333333333334,1,Returning
CUST_00158,8,8416.01,13.125,9.25,110.75,True,4.0,11.575,4,Returning
CUST_00159,1,2443.68,12.0,10.0,0.0,False,3.0,11.2,2,At Risk
CUST_00160,1,11182.48,13.0,11.0,0.0,True,5.0,12.2,1,Returning
CUST_00161,4,793.8000000000001,14.75,11.0,143.07000000000002,True,4.0,13.25,1,Returning
CUST_00162,1,237.6,16.0,11.0,0.0,False,5.0,14.0,3,At Risk
CUST_00163,2,5341.99,11.5,7.5,0.0,True,3.0,9.899999999999999,2,Returning
CUST_00164,2,394.59999999999997,13.0,9.5,15.59,True,4.5,11.6,1,Returning
CUST_00165,2,6117.8099999999995,10.5,10.0,610.36,True,4.5,10.3,1,Returning
CUST_00166,3,1549.54,16.0,10.0,50.42,True,3.6666666666666665,13.6,3,Returning
CUST_00167,9,11605.460000000001,15.333333333333334,7.555555555555555,1390.73,True,3.4444444444444446,12.222222222222221,0,Returning
CUST_00168,7,8067.05,12.714285714285714,10.714285714285714,84.28,True,4.714285714285714,11.914285714285715,4,Returning
CUST_00169,2,214.62,15.5,8.0,18.03,True,5.0,12.5,3,Returning
CUST_00170,2,1897.07,14.0,7.5,228.57999999999998,True,4.5,11.4,3,Returning
CUST_00171,2,585.45,12.5,7.5,64.84,True,3.0,10.5,2,Returning
CUST_00172,5,1556.11,15.2,9.6,118.6,True,3.6,12.959999999999999,4,Returning
CUST_00173,3,672.02,13.0,11.666666666666666,168.68,True,4.666666666666667,12.466666666666667,1,Returning
CUST_00174,4,20734.25,16.25,10.25,2146.78,True,3.5,13.850000000000001,0,Returning
CUST_00175,4,6394.780000000001,16.5,10.0,131.59,True,3.75,13.9,3,Returning
CUST_00176,1,1207.95,20.0,10.0,0.0,False,5.0,16.0,3,At Risk
CUST_00177,2,1353.74,13.0,8.0,0.0,True,4.0,11.0,1,Returning
CUST_00178,6,18129.14,13.166666666666666,10.166666666666666,3114.4,True,3.8333333333333335,11.966666666666665,0,Returning
CUST_00179,1,94.26,15.0,7.0,0.0,False,4.0,11.8,3,At Risk
CUST_00180,4,1081.19,11.75,7.5,239.64,True,4.0,10.05,1,Returning
CUST_00181,7,3503.51,13.0,10.142857142857142,112.2,True,4.142857142857143,11.857142857142858,4,Returning
CUST_00182,4,4957.13,15.5,8.0,20.36,True,3.75,12.5,3,Returning
CUST_00183,7,5201.82,14.714285714285714,8.714285714285714,561.04,True,3.4285714285714284,12.314285714285713,4,Returning
CUST_00184,2,224.32,16.5,10.5,39.92,True,3.5,14.100000000000001,3,Returning
CUST_00185,1,3413.36,12.0,10.0,0.0,False,5.0,11.2,1,At Risk
CUST_00186,3,869.0,14.333333333333334,7.333333333333333,59.58,True,3.0,11.533333333333333,2,Returning
CUST_00187,2,2598.7200000000003,15.0,11.5,0.0,True,3.5,13.600000000000001,2,Returning
CUST_00188,1,81.09,18.0,7.0,0.0,True,4.0,13.6,3,Returning
CUST_00189,9,14335.39,13.333333333333334,8.88888888888889,2324.9900000000002,True,3.3333333333333335,11.555555555555555,0,Returning
CUST_00190,3,13061.51,16.333333333333332,9.0,0.0,True,4.0,13.399999999999999,4,Returning
CUST_00191,2,3211.2200000000003,14.5,9.5,183.76,True,4.0,12.5,1,Returning
CUST_00192,1,90.92,11.0,6.0,0.0,True,5.0,9.0,1,Returning
CUST_00193,4,2969.69,17.0,9.0,263.36,True,4.25,13.799999999999999,3,Returning
CUST_00194,2,985.1400000000001,15.5,9.0,0.0,True,4.0,12.899999999999999,3,Returning
CUST_00195,3,4017.48,15.0,9.333333333333334,458.34,True,4.0,12.733333333333334,3,Returning
CUST_00196,3,10132.67,14.333333333333334,7.0,8.98,True,4.333333333333333,11.4,3,Returning
CUST_00197,10,47324.23,13.9,9.2,493.12,True,3.7,12.02,0,Returning
CUST_00198,4,4623.04,16.75,8.25,503.14,True,3.5,13.35,3,Returning
CUST_00199,4,6738.69,15.75,10.5,0.0,True,3.0,13.649999999999999,2,Returning
CUST_00200,6,5927.53,14.166666666666666,10.166666666666666,92.4,True,4.5,12.566666666666666,4,Returning
CUST_00201,1,103.56,19.0,7.0,0.0,True,4.0,14.200000000000001,3,Returning
CUST_00202,1,131.92,16.0,15.0,0.0,True,5.0,15.6,1,Returning
CUST_00203,4,961.24,13.25,9.75,109.19,True,4.5,11.85,1,Returning
CUST_00204,3,2324.31,15.666666666666666,8.333333333333334,0.0,True,4.0,12.733333333333333,3,Returning
CUST_00205,7,4079.13,15.428571428571429,8.428571428571429,5.52,True,3.5714285714285716,12.628571428571428,4,Returning
CUST_00206,2,3340.6099999999997,18.0,12.0,0.0,True,2.5,15.6,2,Returning
CUST_00207,2,685.31,13.0,10.5,116.29,True,3.5,12.0,1,Returning
CUST_00208,1,2215.8,20.0,7.0,0.0,True,4.0,14.8,3,Returning
CUST_00209,3,990.95,12.666666666666666,7.666666666666667,40.75,True,1.6666666666666667,10.666666666666666,2,Returning
CUST_00210,6,11821.51,16.0,8.5,14.97,True,3.8333333333333335,13.0,4,Returning
CUST_00211,4,794.12,14.25,5.25,14.29,True,4.0,10.649999999999999,3,Returning
CUST_00212,6,14783.85,13.5,8.666666666666666,1638.72,True,4.0,11.566666666666666,0,Returning
CUST_00213,2,776.3599999999999,12.0,7.5,59.58,True,4.0,10.2,1,Returning
CUST_00214,3,2156.65,15.0,7.666666666666667,314.15,True,3.3333333333333335,12.066666666666666,2,Returning
CUST_00215,3,3373.4500000000003,11.333333333333334,8.0,141.71,True,3.6666666666666665,10.0,1,Returning
CUST_00216,5,7822.99,14.6,9.2,0.0,True,3.8,12.44,4,Returning
CUST_00217,1,86.62,13.0,12.0,0.0,True,5.0,12.600000000000001,1,Returning
CUST_00218,3,5745.79,12.333333333333334,7.666666666666667,792.1,True,3.3333333333333335,10.466666666666667,2,Returning
CUST_00219,2,894.11,14.5,7.5,0.0,True,4.5,11.7,3,Returning
CUST_00220,3,2958.81,14.333333333333334,10.666666666666666,102.42,True,4.333333333333333,12.866666666666667,1,Returning
CUST_00221,3,1595.11,15.0,7.0,60.31,True,4.333333333333333,11.8,3,Returning
CUST_00222,4,1203.7,16.75,7.75,42.91,True,4.25,13.149999999999999,3,Returning
CUST_00223,2,3880.27,13.5,9.0,321.75,True,4.0,11.7,1,Returning
CUST_00224,3,3107.41,16.0,9.666666666666666,207.65,True,3.6666666666666665,13.466666666666667,3,Returning
CUST_00225,3,7058.01,14.666666666666666,6.666666666666667,185.06,True,4.666666666666667,11.466666666666665,3,Returning
CUST_00226,1,168.0,12.0,6.0,0.0,False,5.0,9.6,1,At Risk
CUST_00227,1,30.5,15.0,10.0,0.0,True,4.0,13.0,1,Returning
CUST_00228,3,534.81,11.666666666666666,11.0,0.0,True,4.666666666666667,11.399999999999999,1,Returning
CUST_00229,5,5361.07,14.0,9.6,437.95,True,4.6,12.24,4,Returning
CUST_00230,2,232.82,13.0,8.0,34.019999999999996,True,5.0,11.0,1,Returning
CUST_00231,4,5517.289999999999,13.75,8.25,694.3100000000001,True,3.5,11.55,4,Returning
CUST_00232,1,426.24,10.0,8.0,0.0,True,5.0,9.2,1,Returning
CUST_00233,1,434.34,17.0,7.0,0.0,True,1.0,13.0,2,Returning
CUST_00234,4,5509.29,13.5,6.75,382.03,True,4.5,10.8,4,Returning
CUST_00235,1,287.72,14.0,10.0,67.33,True,4.0,12.4,1,Returning
CUST_00236,2,6898.39,15.0,6.5,0.0,True,3.5,11.6,3,Returning
CUST_00237,3,356.31,13.666666666666666,8.666666666666666,48.23,True,4.0,11.666666666666666,1,Returning
CUST_00238,8,12917.61,13.375,8.875,327.28999999999996,True,4.0,11.575000000000001,4,Returning
CUST_00239,3,1649.18,14.0,8.666666666666666,0.0,True,4.333333333333333,11.866666666666667,1,Returning
CUST_00240,2,2792.2200000000003,21.5,10.0,0.0,True,4.5,16.9,3,Returning
CUST_00241,10,15101.949999999999,14.5,8.7,155.76,True,3.4,12.18,4,Returning
CUST_00242,8,22668.920000000002,14.25,9.5,196.47,True,3.5,12.35,4,Returning
CUST_00243,2,890.73,17.5,7.5,46.81,True,3.5,13.5,3,Returning
CUST_00244,3,1374.4,16.333333333333332,11.0,18.95,True,4.0,14.2,3,Returning
CUST_00245,6,14832.900000000001,15.0,9.666666666666666,1265.76,True,3.6666666666666665,12.866666666666667,0,Returning
CUST_00246,2,1239.0900000000001,13.0,9.5,0.0,True,3.5,11.6,1,Returning
CUST_00247,7,5413.9400000000005,15.714285714285714,8.285714285714286,321.37,True,3.2857142857142856,12.742857142857142,4,Returning
CUST_00248,3,2203.43,15.333333333333334,11.0,0.0,True,3.6666666666666665,13.6,1,Returning
CUST_00249,4,5215.41,14.25,9.75,26.86,True,4.0,12.45,1,Returning
CUST_00250,1,12718.2,16.0,6.0,0.0,True,3.0,12.0,2,Returning
CUST_00251,2,2474.96,11.5,10.0,101.68,True,4.5,10.899999999999999,1,Returning
CUST_00252,9,18766.25,14.666666666666666,8.88888888888889,1008.93,True,4.111111111111111,12.355555555555554,0,Returning
CUST_00253,3,6104.4400000000005,16.333333333333332,8.333333333333334,0.0,True,3.3333333333333335,13.133333333333333,3,Returning
CUST_00254,4,613.1800000000001,17.0,10.75,73.87,True,4.25,14.5,3,Returning
CUST_00255,2,220.81,16.0,11.0,11.84,True,4.5,14.0,3,Returning
CUST_00256,6,13381.57,15.0,8.0,909.37,True,4.333333333333333,12.2,4,Returning
CUST_00257,2,973.8900000000001,18.5,8.5,31.25,True,4.0,14.5,3,Returning
CUST_00258,6,3768.67,15.5,10.333333333333334,232.38,True,4.5,13.433333333333334,4,Returning
CUST_00259,2,4355.91,11.0,10.5,81.94,True,4.5,10.8,1,Returning
CUST_00260,2,427.65999999999997,13.5,10.5,49.76,True,3.0,12.3,2,Returning
CUST_00261,6,4224.62,16.833333333333332,8.0,286.88,True,4.166666666666667,13.3,4,Returning
CUST_00262,1,50.9,15.0,9.0,4.25,False,3.0,12.6,2,At Risk
CUST_00263,3,6274.570000000001,11.666666666666666,10.333333333333334,3.72,True,4.333333333333333,11.133333333333333,1,Returning
CUST_00264,3,924.3399999999999,11.333333333333334,12.0,7.78,True,3.3333333333333335,11.600000000000001,1,Returning
CUST_00265,7,4866.16,14.142857142857142,8.857142857142858,420.65999999999997,True,3.5714285714285716,12.028571428571428,4,Returning
CUST_00266,3,12708.69,15.0,7.0,0.0,True,2.6666666666666665,11.8,2,Returning
CUST_00267,1,5004.9,13.0,7.0,427.22,False,4.0,10.6,1,At Risk
CUST_00268,3,947.34,16.666666666666668,11.0,99.57,True,4.666666666666667,14.4,3,Returning
CUST_00269,1,2800.5,15.0,11.0,574.5,True,5.0,13.4,1,Returning
CUST_00270,1,186.07,10.0,10.0,26.39,False,5.0,10.0,1,At Risk
CUST_00271,2,219.17,16.5,8.5,19.05,True,3.5,13.3,3,Returning
CUST_00272,3,5937.62,15.666666666666666,8.666666666666666,16.67,True,5.0,12.866666666666665,3,Returning
CUST_00273,1,6248.78,14.0,12.0,690.2,True,2.0,13.200000000000001,2,Returning
CUST_00274,2,186.5,15.5,9.0,16.06,True,3.0,12.899999999999999,2,Returning
CUST_00275,1,1990.27,13.0,10.0,524.39,False,5.0,11.8,1,At Risk
CUST_00276,3,1081.69,15.0,8.333333333333334,25.9,True,3.6666666666666665,12.333333333333334,3,Returning
CUST_00277,2,374.69,16.5,7.0,9.72,True,4.0,12.700000000000001,3,Returning
CUST_00278,1,355.71,12.0,7.0,0.0,True,1.0,10.0,2,Returning
CUST_00279,9,8998.039999999999,13.666666666666666,9.444444444444445,150.24,True,3.888888888888889,11.977777777777778,4,Returning
CUST_00280,1,363.61,9.0,6.0,0.0,False,5.0,7.8,1,At Risk
CUST_00281,4,11020.91,11.75,10.75,2045.84,True,3.75,11.35,0,Returning
CUST_00282,1,858.7,12.0,9.0,0.0,True,1.0,10.799999999999999,2,Returning
CUST_00283,1,105.6,16.0,5.0,16.78,True,4.0,11.6,3,Returning
CUST_00284,2,3209.09,13.5,8.0,238.07,True,4.5,11.3,1,Returning
CUST_00285,1,229.55,20.0,9.0,0.0,True,5.0,15.6,3,Returning
CUST_00286,7,6885.5,14.571428571428571,9.285714285714286,896.78,True,4.0,12.457142857142857,4,Returning
CUST_00287,3,4548.25,13.666666666666666,9.666666666666666,499.92,True,5.0,12.066666666666666,1,Returning
CUST_00288,5,6706.0,15.4,9.6,206.69,True,3.8,13.08,4,Returning
CUST_00289,8,11224.32,14.75,7.375,217.0,True,4.125,11.8,4,Returning
CUST_00290,2,4059.1499999999996,16.0,9.5,202.78,True,4.0,13.4,3,Returning
